filename,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,,,,,,,,
Sports_480P-0efe,Sports,480,131,3.673,3.604,3.678,3.635,0.47,0.478,0.489,0.5,,,,,,,,
Sports_480P-1019,Sports,480,117,3.316,3.125,3.245,3.193,0.627,0.546,0.6,0.649,,,,,,,,
Sports_480P-1056,Sports,480,114,3.149,3.008,3.05,2.882,0.659,0.632,0.646,0.622,,,,,,,,
Sports_480P-11ec,Sports,480,121,1.612,1.54,1.434,1.449,0.607,0.561,0.45,0.508,,,,,,,,
Sports_480P-1396,Sports,480,133,3.459,3.311,3.414,3.093,0.551,0.553,0.477,0.617,,,,,,,,
Sports_480P-19e4,Sports,480,112,3.835,3.718,3.772,3.822,0.457,0.499,0.43,0.484,,,,,,,,
Sports_480P-1d1b,Sports,480,121,2.177,2.522,2.594,2.555,0.729,0.662,0.775,0.708,,,,,,,,
Sports_480P-1fe9,Sports,480,142,1.706,1.738,1.757,1.909,0.612,0.597,0.657,0.663,,,,,,,,
Sports_480P-2053,Sports,480,117,3.149,2.787,2.898,3.469,0.635,0.651,0.659,0.465,,,,,,,,
Sports_480P-211f,Sports,480,131,2.715,2.712,2.587,2.676,0.68,0.706,0.734,0.676,,,,,,,,
Sports_480P-2dfe,Sports,480,105,2.401,2.328,2.295,2.309,0.559,0.62,0.617,0.602,,,,,,,,
Sports_480P-3195,Sports,480,121,3.537,3.094,3.235,3.442,0.541,0.676,0.575,0.527,,,,,,,,
Sports_480P-3404,Sports,480,117,3.533,3.207,3.287,3.357,0.484,0.477,0.467,0.466,,,,,,,,
Sports_480P-35ea,Sports,480,105,3.668,3.439,3.51,3.501,0.439,0.594,0.511,0.557,,,,,,,,
Sports_480P-3ca4,Sports,480,139,2.389,2.041,2.097,2.122,0.736,0.718,0.468,0.505,,,,,,,,
Sports_480P-3dfd,Sports,480,126,3.498,3.38,3.234,3.177,0.54,0.545,0.567,0.611,,,,,,,,
Sports_480P-3f50,Sports,480,127,4.234,4.32,4.242,3.922,0.397,0.43,0.369,0.511,,,,,,,,
Sports_480P-41a5,Sports,480,141,1.97,1.845,1.585,1.528,0.635,0.614,0.599,0.544,,,,,,,,
Sports_480P-44e5,Sports,480,129,3.17,2.991,3.332,3.276,0.693,0.648,0.534,0.508,,,,,,,,
Sports_480P-4cf8,Sports,480,119,2.023,1.728,1.813,2.053,0.866,0.538,0.661,0.564,,,,,,,,
Sports_480P-5224,Sports,480,115,2.866,2.915,2.688,2.516,0.645,0.519,0.543,0.571,,,,,,,,
Sports_480P-5871,Sports,480,126,2.698,2.553,2.637,2.723,0.571,0.557,0.625,0.699,,,,,,,,
Sports_480P-5f38,Sports,480,135,3.771,3.679,3.631,3.592,0.495,0.431,0.486,0.503,,,,,,,,
Sports_480P-6508,Sports,480,120,3.448,3.154,3.34,3.154,0.515,0.591,0.537,0.634,,,,,,,,
Sports_480P-6e41,Sports,480,115,3.306,3.213,3.369,3.226,0.625,0.594,0.592,0.608,,,,,,,,
Sports_480P-77e3,Sports,480,118,3.053,3.074,3.147,3.066,0.612,0.619,0.63,0.612,,,,,,,,
Sports_480P-7f7e,Sports,480,146,1.953,1.808,1.641,1.848,0.655,0.55,0.509,0.593,,,,,,,,
Sports_720P-00a1,Sports,720,112,4.061,4.313,4.335,4.296,0.447,0.445,0.478,0.473,,,,,,,,
Sports_720P-0104,Sports,720,141,4.223,4.272,4.327,4.365,0.603,0.556,0.47,0.451,,,,,,,,
Sports_720P-058f,Sports,720,137,4.28,4.224,4.309,4.287,0.52,0.619,0.543,0.52,,,,,,,,
Sports_720P-07d0,Sports,720,129,3.863,3.813,3.665,3.595,0.471,0.501,0.459,0.542,,,,,,,,
Sports_720P-0b9e,Sports,720,130,3.942,3.763,3.837,3.939,0.482,0.544,0.46,0.547,,,,,,,,
Sports_720P-17fb,Sports,720,128,3.591,3.32,3.415,3.364,0.525,0.68,0.652,0.646,,,,,,,,
Sports_720P-2191,Sports,720,128,3.789,3.971,3.917,3.951,0.551,0.499,0.495,0.537,,,,,,,,
Sports_720P-2234,Sports,720,142,4.16,4.073,4.292,4.186,0.561,0.375,0.485,0.511,,,,,,,,
Sports_720P-2632,Sports,720,112,3.884,3.687,3.662,3.785,0.491,0.525,0.52,0.482,,,,,,,,
Sports_720P-2c06,Sports,720,117,3.978,3.581,3.834,3.836,0.421,0.443,0.515,0.431,,,,,,,,
Sports_720P-2c80,Sports,720,115,3.136,3.235,3.106,3.182,0.654,0.515,0.627,0.615,,,,,,,,
Sports_720P-3072,Sports,720,131,3.18,3.217,3.071,2.961,0.679,0.675,0.694,0.747,,,,,,,,
Sports_720P-3338,Sports,720,115,4.483,4.371,4.31,4.367,0.426,0.451,0.434,0.408,,,,,,,,
Sports_720P-33c6,Sports,720,124,2.985,2.991,2.916,2.978,0.624,0.6,0.554,0.621,,,,,,,,
Sports_720P-38a1,Sports,720,129,3.165,2.782,2.792,3.369,0.695,0.616,0.626,0.54,,,,,,,,
Sports_720P-3eb4,Sports,720,115,3.802,3.866,3.816,3.917,0.471,0.496,0.503,0.489,,,,,,,,
Sports_720P-3ffe,Sports,720,127,3.011,2.879,3.09,2.827,0.663,0.606,0.626,0.655,,,,,,,,
Sports_720P-4b69,Sports,720,113,3.903,3.703,3.618,3.615,0.498,0.541,0.59,0.501,,,,,,,,
Sports_720P-4c6f,Sports,720,112,4.105,3.701,3.9,3.922,0.389,0.444,0.41,0.501,,,,,,,,
Sports_720P-50cf,Sports,720,132,3.372,3.297,3.289,3.335,0.546,0.489,0.515,0.546,,,,,,,,
Sports_720P-531c,Sports,720,112,4.555,4.515,4.532,4.473,0.388,0.409,0.405,0.464,,,,,,,,
Sports_720P-5833,Sports,720,119,3.205,3.038,3.019,3.561,0.683,0.673,0.737,0.593,,,,,,,,
Sports_720P-5ae1,Sports,720,141,4.333,4.287,4.244,4.381,0.52,0.601,0.619,0.502,,,,,,,,
Sports_720P-5bfd,Sports,720,127,4.677,4.667,4.627,4.531,0.413,0.373,0.39,0.388,,,,,,,,
Sports_720P-5e39,Sports,720,121,3.685,3.636,3.684,3.442,0.469,0.436,0.424,0.452,,,,,,,,
Sports_720P-5ea4,Sports,720,144,4.238,4.257,4.182,4.214,0.544,0.525,0.43,0.439,,,,,,,,
Sports_720P-62ba,Sports,720,124,2.965,2.882,2.883,3.014,0.587,0.635,0.648,0.63,,,,,,,,
Sports_720P-675b,Sports,720,133,3.201,3.226,3.247,3.377,0.677,0.548,0.574,0.595,,,,,,,,
Sports_720P-69a0,Sports,720,117,3.878,4.057,3.873,3.782,0.504,0.646,0.6,0.567,,,,,,,,
Sports_720P-6bb7,Sports,720,123,3.882,3.87,3.777,3.652,0.493,0.474,0.496,0.469,,,,,,,,
Sports_720P-6d04,Sports,720,122,3.783,3.751,3.723,3.674,0.458,0.549,0.54,0.543,,,,,,,,
Sports_720P-7ba7,Sports,720,122,3.566,3.451,3.426,3.516,0.554,0.49,0.575,0.533,,,,,,,,
TelevisionClip_1080P-0604,TelevisionClip,1080,114,3.765,4.008,3.637,3.721,0.518,0.616,0.498,0.493,,,,,,,,
TelevisionClip_1080P-3758,TelevisionClip,1080,128,4.313,4.265,4.197,4.354,0.499,0.5,0.627,0.42,,,,,,,,
TelevisionClip_1080P-39e3,TelevisionClip,1080,137,4.607,4.561,4.515,4.612,0.413,0.395,0.435,0.368,,,,,,,,
TelevisionClip_1080P-3b9b,TelevisionClip,1080,135,4.251,4.404,4.402,4.117,0.596,0.482,0.445,0.546,,,,,,,,
TelevisionClip_1080P-3d10,TelevisionClip,1080,145,4.052,4.017,4.161,4.326,0.616,0.646,0.561,0.543,,,,,,,,
TelevisionClip_1080P-3d83,TelevisionClip,1080,124,3.382,3.195,3.102,3.146,0.521,0.636,0.608,0.63,,,,,,,,
TelevisionClip_1080P-3e42,TelevisionClip,1080,137,1.989,1.644,1.67,1.837,0.861,0.567,0.6,0.682,,,,,,,,
TelevisionClip_1080P-401e,TelevisionClip,1080,123,4.227,4.299,4.331,4.299,0.359,0.474,0.504,0.477,,,,,,,,
TelevisionClip_1080P-4c24,TelevisionClip,1080,132,4.334,4.369,4.287,4.328,0.526,0.444,0.458,0.439,,,,,,,,
TelevisionClip_1080P-4c94,TelevisionClip,1080,106,3.08,2.973,2.834,2.999,0.647,0.648,0.725,0.626,,,,,,,,
TelevisionClip_1080P-525d,TelevisionClip,1080,143,4.273,4.478,4.47,4.244,0.556,0.498,0.427,0.544,,,,,,,,
TelevisionClip_1080P-5278,TelevisionClip,1080,125,4.099,4.056,4.045,3.906,0.617,0.624,0.634,0.468,,,,,,,,
TelevisionClip_1080P-5e68,TelevisionClip,1080,134,4.604,4.593,4.581,4.593,0.409,0.382,0.4,0.404,,,,,,,,
TelevisionClip_1080P-6026,TelevisionClip,1080,134,4.415,4.414,4.475,4.435,0.46,0.464,0.394,0.433,,,,,,,,
TelevisionClip_1080P-6282,TelevisionClip,1080,115,4.199,4.403,4.199,4.212,0.389,0.438,0.583,0.48,,,,,,,,
TelevisionClip_1080P-63e6,TelevisionClip,1080,128,4.228,4.013,4.147,4.288,0.478,0.525,0.419,0.46,,,,,,,,
TelevisionClip_1080P-68c6,TelevisionClip,1080,132,4.561,4.661,4.658,4.613,0.436,0.374,0.387,0.387,,,,,,,,
TelevisionClip_1080P-7eff,TelevisionClip,1080,115,4.144,4.079,4.381,4.248,0.347,0.473,0.445,0.512,,,,,,,,
TelevisionClip_360P-0951,TelevisionClip,360,114,2.511,2.451,2.954,2.705,0.554,0.509,0.58,0.665,,,,,,,,
TelevisionClip_360P-11d5,TelevisionClip,360,120,2.842,2.769,2.469,2.721,0.61,0.693,0.551,0.58,,,,,,,,
TelevisionClip_360P-29f1,TelevisionClip,360,114,2.581,2.046,2.484,2.927,0.574,0.726,0.584,0.621,,,,,,,,
TelevisionClip_360P-3b9a,TelevisionClip,360,134,2.883,2.688,2.831,2.862,0.621,0.51,0.539,0.571,,,,,,,,
TelevisionClip_360P-74dd,TelevisionClip,360,106,3.58,3.477,3.66,3.72,0.474,0.55,0.434,0.454,,,,,,,,
TelevisionClip_360P-7b23,TelevisionClip,360,125,2.997,2.816,2.715,3.188,0.601,0.572,0.591,0.545,,,,,,,,
TelevisionClip_480P-09d8,TelevisionClip,480,136,2.908,2.712,2.727,2.566,0.633,0.478,0.588,0.62,,,,,,,,
TelevisionClip_480P-0e46,TelevisionClip,480,109,2.881,2.874,2.652,2.409,0.631,0.612,0.539,0.533,,,,,,,,
TelevisionClip_480P-19d3,TelevisionClip,480,111,3.442,3.464,3.385,3.495,0.522,0.517,0.499,0.515,,,,,,,,
TelevisionClip_480P-1b49,TelevisionClip,480,117,3.183,2.922,2.855,2.913,0.512,0.623,0.523,0.605,,,,,,,,
TelevisionClip_480P-27ca,TelevisionClip,480,115,3.475,3.56,3.507,3.442,0.458,0.5,0.488,0.466,,,,,,,,
TelevisionClip_480P-280f,TelevisionClip,480,125,3.489,3.382,3.404,3.424,0.541,0.485,0.477,0.551,,,,,,,,
TelevisionClip_480P-2ead,TelevisionClip,480,118,2.371,2.264,2.251,1.926,0.69,0.555,0.499,0.612,,,,,,,,
TelevisionClip_480P-30b6,TelevisionClip,480,107,2.609,2.784,2.793,2.832,0.535,0.643,0.627,0.65,,,,,,,,
TelevisionClip_480P-3284,TelevisionClip,480,108,3.169,2.961,2.908,2.975,0.537,0.605,0.601,0.6,,,,,,,,
TelevisionClip_480P-3617,TelevisionClip,480,122,2.312,1.599,2.585,2.84,0.653,0.659,0.65,0.64,,,,,,,,
TelevisionClip_480P-373d,TelevisionClip,480,147,3.044,2.969,2.573,2.476,0.633,0.605,0.47,0.533,,,,,,,,
TelevisionClip_480P-3c64,TelevisionClip,480,106,3.456,3.271,3.279,3.221,0.485,0.431,0.451,0.483,,,,,,,,
TelevisionClip_480P-415c,TelevisionClip,480,122,3.544,3.307,3.289,3.129,0.451,0.434,0.42,0.502,,,,,,,,
TelevisionClip_480P-436c,TelevisionClip,480,117,2.823,2.823,2.657,2.817,0.661,0.605,0.506,0.586,,,,,,,,
TelevisionClip_480P-4c6b,TelevisionClip,480,126,3.85,3.726,3.718,3.8,0.469,0.462,0.391,0.439,,,,,,,,
TelevisionClip_480P-59f0,TelevisionClip,480,123,2.896,2.754,2.744,2.93,0.644,0.499,0.545,0.608,,,,,,,,
TelevisionClip_480P-723e,TelevisionClip,480,118,2.882,2.88,2.719,2.819,0.62,0.696,0.65,0.652,,,,,,,,
TelevisionClip_720P-1862,TelevisionClip,720,127,3.238,3.129,3.073,3.132,0.636,0.694,0.655,0.667,,,,,,,,
TelevisionClip_720P-19de,TelevisionClip,720,148,4.346,4.398,4.413,4.141,0.473,0.456,0.441,0.634,,,,,,,,
TelevisionClip_720P-1b61,TelevisionClip,720,131,4.299,4.386,4.418,4.395,0.492,0.489,0.442,0.436,,,,,,,,
TelevisionClip_720P-31ce,TelevisionClip,720,131,4.324,4.167,4.406,4.244,0.449,0.31,0.432,0.465,,,,,,,,
TelevisionClip_720P-3f4c,TelevisionClip,720,115,2.515,1.902,1.903,NaN,0.83,0.684,0.698,NaN,,,,,,,,
TelevisionClip_720P-44d1,TelevisionClip,720,112,3.839,3.746,3.819,3.687,0.498,0.472,0.567,0.488,,,,,,,,
TelevisionClip_720P-4af1,TelevisionClip,720,118,3.213,3.176,3.108,3.384,0.673,0.68,0.637,0.577,,,,,,,,
TelevisionClip_720P-4edb,TelevisionClip,720,110,4.015,3.807,3.76,3.746,0.504,0.475,0.485,0.448,,,,,,,,
TelevisionClip_720P-5e93,TelevisionClip,720,136,4.292,4.318,4.091,4.142,0.465,0.486,0.594,0.376,,,,,,,,
TelevisionClip_720P-7c06,TelevisionClip,720,150,4.396,4.417,4.395,4.434,0.432,0.473,0.443,0.437,,,,,,,,
VerticalVideo_1080P-04d4,VerticalVideo,1080,106,4.15,4.293,4.195,4.317,0.429,0.502,0.455,0.484,,,,,,,,
VerticalVideo_1080P-1105,VerticalVideo,1080,127,3.828,3.826,3.861,3.891,0.501,0.453,0.455,0.47,,,,,,,,
VerticalVideo_1080P-1ac1,VerticalVideo,1080,122,3.979,3.768,3.645,3.811,0.677,0.538,0.611,0.668,,,,,,,,
VerticalVideo_1080P-1c86,VerticalVideo,1080,136,1.848,1.487,1.322,1.549,1.027,0.719,0.583,0.814,,,,,,,,
VerticalVideo_1080P-2195,VerticalVideo,1080,119,2.891,2.679,2.786,2.758,0.647,0.556,0.754,0.737,,,,,,,,
VerticalVideo_1080P-2f00,VerticalVideo,1080,135,4.36,4.386,4.386,4.423,0.478,0.482,0.425,0.484,,,,,,,,
VerticalVideo_1080P-34ba,VerticalVideo,1080,134,3.382,3.511,3.264,NaN,0.703,0.606,0.788,NaN,,,,,,,,
VerticalVideo_1080P-360f,VerticalVideo,1080,159,4.189,4.232,4.214,4.104,0.564,0.61,0.527,0.515,,,,,,,,
VerticalVideo_1080P-3709,VerticalVideo,1080,123,4.367,4.267,4.399,4.386,0.466,0.591,0.501,0.447,,,,,,,,
VerticalVideo_1080P-3a9b,VerticalVideo,1080,127,4.432,4.427,4.541,4.439,0.466,0.49,0.431,0.433,,,,,,,,
VerticalVideo_1080P-3d96,VerticalVideo,1080,143,4.452,4.383,4.402,NaN,0.456,0.553,0.547,NaN,,,,,,,,
VerticalVideo_1080P-4591,VerticalVideo,1080,114,3.439,3.491,3.615,3.366,0.509,0.504,0.534,0.523,,,,,,,,
VerticalVideo_1080P-4925,VerticalVideo,1080,129,4.496,4.379,4.5,4.503,0.453,0.571,0.443,0.408,,,,,,,,
VerticalVideo_1080P-4b92,VerticalVideo,1080,123,4.119,4.251,4.301,4.261,0.393,0.479,0.475,0.556,,,,,,,,
VerticalVideo_1080P-4da5,VerticalVideo,1080,134,4.257,4.141,4.403,4.244,0.603,0.614,0.488,0.521,,,,,,,,
VerticalVideo_1080P-6e19,VerticalVideo,1080,113,2.84,2.576,2.52,2.353,0.846,0.808,0.869,0.683,,,,,,,,
VerticalVideo_1080P-73b6,VerticalVideo,1080,111,4.034,3.981,4.157,4.014,0.529,0.503,0.629,0.512,,,,,,,,
VerticalVideo_1080P-766b,VerticalVideo,1080,106,3.305,3.347,3.183,3.232,0.449,0.454,0.52,0.487,,,,,,,,
VerticalVideo_1080P-7c5c,VerticalVideo,1080,121,3.78,3.778,3.806,4.013,0.512,0.525,0.515,0.631,,,,,,,,
VerticalVideo_1080P-7cf3,VerticalVideo,1080,117,3.955,4.005,3.919,4.042,0.424,0.443,0.459,0.399,,,,,,,,
VerticalVideo_2160P-6d62,VerticalVideo,2160,111,4.199,4.034,4.086,4.172,0.633,0.777,0.705,0.692,,,,,,,,
VerticalVideo_360P-0d29,VerticalVideo,360,116,2.809,2.614,2.605,2.495,0.701,0.63,0.719,0.738,,,,,,,,
VerticalVideo_360P-1424,VerticalVideo,360,126,3.732,3.729,3.705,3.834,0.491,0.493,0.496,0.503,,,,,,,,
VerticalVideo_360P-145e,VerticalVideo,360,127,2.606,2.232,2.512,2.059,0.763,0.851,0.819,0.723,,,,,,,,
VerticalVideo_360P-2bb0,VerticalVideo,360,121,3.073,3.057,3.302,3.311,0.647,0.642,0.51,0.482,,,,,,,,
VerticalVideo_360P-2fa3,VerticalVideo,360,136,4.331,4.41,4.396,4.369,0.491,0.45,0.456,0.444,,,,,,,,
VerticalVideo_360P-3936,VerticalVideo,360,121,3.794,3.92,3.831,3.728,0.449,0.438,0.424,0.408,,,,,,,,
VerticalVideo_360P-3b4e,VerticalVideo,360,119,3.576,3.365,3.524,3.412,0.554,0.69,0.571,0.577,,,,,,,,
VerticalVideo_360P-42f1,VerticalVideo,360,114,3.603,3.673,3.48,3.376,0.492,0.519,0.525,0.525,,,,,,,,
VerticalVideo_360P-52c1,VerticalVideo,360,114,2.352,1.987,1.893,2.289,0.657,0.691,0.656,0.543,,,,,,,,
VerticalVideo_360P-5429,VerticalVideo,360,105,3.616,3.394,3.481,3.408,0.526,0.51,0.51,0.571,,,,,,,,
VerticalVideo_360P-54f7,VerticalVideo,360,123,4.146,4.116,4.07,3.986,0.399,0.577,0.6,0.543,,,,,,,,
VerticalVideo_360P-579c,VerticalVideo,360,119,3.058,3.127,3.136,2.853,0.803,0.706,0.732,0.796,,,,,,,,
VerticalVideo_360P-634f,VerticalVideo,360,124,4.523,4.429,4.472,4.327,0.42,0.439,0.415,0.462,,,,,,,,
VerticalVideo_360P-6490,VerticalVideo,360,107,2.973,2.795,2.868,2.709,0.73,0.766,0.722,0.783,,,,,,,,
VerticalVideo_360P-694d,VerticalVideo,360,118,3.454,3.383,3.346,3.436,0.454,0.489,0.497,0.488,,,,,,,,
VerticalVideo_360P-6ff2,VerticalVideo,360,125,3.543,3.259,3.203,3.184,0.516,0.6,0.577,0.536,,,,,,,,
VerticalVideo_360P-70a9,VerticalVideo,360,132,2.814,2.847,2.847,2.733,0.714,0.656,0.72,0.761,,,,,,,,
VerticalVideo_360P-7ba8,VerticalVideo,360,121,3.563,3.23,3.237,3.566,0.535,0.698,0.719,0.566,,,,,,,,
VerticalVideo_360P-7ec3,VerticalVideo,360,129,3.909,3.875,3.886,3.885,0.515,0.545,0.529,0.521,,,,,,,,
VerticalVideo_480P-1bb9,VerticalVideo,480,114,3.825,3.579,3.754,3.845,0.554,0.548,0.501,0.459,,,,,,,,
VerticalVideo_480P-2aa1,VerticalVideo,480,139,4.402,4.404,4.44,4.383,0.394,0.417,0.391,0.417,,,,,,,,
VerticalVideo_480P-2fa4,VerticalVideo,480,121,4.133,4.137,4.253,4.324,0.389,0.55,0.534,0.421,,,,,,,,
VerticalVideo_480P-34b9,VerticalVideo,480,113,3.527,3.515,3.441,3.554,0.456,0.497,0.475,0.476,,,,,,,,
VerticalVideo_480P-3a6a,VerticalVideo,480,114,4.337,4.383,4.405,4.316,0.348,0.47,0.503,0.483,,,,,,,,
VerticalVideo_480P-419c,VerticalVideo,480,143,3.78,3.588,3.564,3.641,0.447,0.454,0.475,0.48,,,,,,,,
VerticalVideo_480P-467e,VerticalVideo,480,127,3.383,3.205,3.157,3.216,0.52,0.673,0.705,0.623,,,,,,,,
VerticalVideo_480P-51b7,VerticalVideo,480,140,2.299,2.763,1.707,1.374,0.872,0.61,0.641,0.48,,,,,,,,
VerticalVideo_480P-550d,VerticalVideo,480,112,3.832,3.647,NaN,NaN,0.544,0.788,NaN,NaN,,,,,,,,
VerticalVideo_480P-572a,VerticalVideo,480,135,3.499,3.502,3.471,3.576,0.473,0.405,0.438,0.426,,,,,,,,
VerticalVideo_480P-7278,VerticalVideo,480,133,3.005,2.863,2.933,2.9,0.588,0.611,0.609,0.641,,,,,,,,
VerticalVideo_480P-729c,VerticalVideo,480,120,3.609,3.593,3.647,3.75,0.576,0.536,0.528,0.547,,,,,,,,
VerticalVideo_480P-790a,VerticalVideo,480,124,4.248,4.173,4.261,4.363,0.526,0.606,0.622,0.521,,,,,,,,
VerticalVideo_720P-0750,VerticalVideo,720,124,3.71,3.537,3.571,3.718,0.56,0.77,0.71,0.44,,,,,,,,
VerticalVideo_720P-0dac,VerticalVideo,720,104,2.934,2.605,2.847,2.759,0.684,0.627,0.58,0.658,,,,,,,,
VerticalVideo_720P-0f61,VerticalVideo,720,118,4.522,4.544,4.539,4.496,0.465,0.416,0.41,0.436,,,,,,,,
VerticalVideo_720P-19fa,VerticalVideo,720,132,4.269,4.24,4.278,4.218,0.59,0.581,0.604,0.576,,,,,,,,
VerticalVideo_720P-1ada,VerticalVideo,720,135,3.532,3.341,3.456,3.593,0.558,0.718,0.57,0.453,,,,,,,,
VerticalVideo_720P-2efc,VerticalVideo,720,113,3.523,3.431,3.384,3.147,0.548,0.692,0.579,0.636,,,,,,,,
VerticalVideo_720P-3df7,VerticalVideo,720,115,3.602,3.567,3.753,3.74,0.492,0.556,0.449,0.499,,,,,,,,
VerticalVideo_720P-42f2,VerticalVideo,720,129,3.199,3.296,3.081,2.895,0.618,0.554,0.613,0.569,,,,,,,,
VerticalVideo_720P-44de,VerticalVideo,720,131,4.261,4.305,4.364,NaN,0.596,0.527,0.508,NaN,,,,,,,,
VerticalVideo_720P-456c,VerticalVideo,720,114,3.711,4.004,3.907,3.765,0.507,0.384,0.478,0.439,,,,,,,,
VerticalVideo_720P-4730,VerticalVideo,720,117,4.107,4.357,4.325,4.052,0.472,0.462,0.42,0.401,,,,,,,,
VerticalVideo_720P-4ca7,VerticalVideo,720,128,4.442,4.445,4.434,4.397,0.515,0.456,0.474,0.497,,,,,,,,
VerticalVideo_720P-57eb,VerticalVideo,720,112,4.068,4.382,4.189,4.217,0.57,0.5,0.68,0.576,,,,,,,,
VerticalVideo_720P-6580,VerticalVideo,720,121,2.979,3.067,2.934,2.784,0.618,0.654,0.598,0.631,,,,,,,,
VerticalVideo_720P-665d,VerticalVideo,720,104,4.023,4.179,4.236,4.098,0.497,0.591,0.582,0.633,,,,,,,,
VerticalVideo_720P-669d,VerticalVideo,720,152,4.176,4.314,4.263,4.364,0.639,0.505,0.609,0.481,,,,,,,,
VerticalVideo_720P-6bf7,VerticalVideo,720,127,4.261,4.266,4.227,4.135,0.544,0.544,0.524,0.568,,,,,,,,
VerticalVideo_720P-7517,VerticalVideo,720,131,4.271,4.162,4.132,3.978,0.471,0.522,0.571,0.569,,,,,,,,
VerticalVideo_720P-7859,VerticalVideo,720,107,3.603,3.171,3.399,3.561,0.593,0.683,0.501,0.544,,,,,,,,
VerticalVideo_720P-7c1d,VerticalVideo,720,130,4.502,4.375,4.495,4.452,0.461,0.579,0.439,0.526,,,,,,,,
Vlog_1080P-010b,Vlog,1080,154,4.185,3.722,4.223,4.391,0.563,0.651,0.604,0.485,,,,,,,,
Vlog_1080P-1609,Vlog,1080,121,2.528,2.527,2.671,2.551,0.808,1.03,1.027,0.947,,,,,,,,
Vlog_1080P-18da,Vlog,1080,116,4.442,4.037,4.261,4.612,0.495,0.681,0.641,0.427,,,,,,,,
Vlog_1080P-19bb,Vlog,1080,119,3.076,2.881,3.039,3.233,0.817,0.728,0.712,0.773,,,,,,,,
Vlog_1080P-1a53,Vlog,1080,134,4.474,4.489,4.41,4.315,0.469,0.389,0.418,0.443,,,,,,,,
Vlog_1080P-1df9,Vlog,1080,125,4.134,4.142,4.394,4.332,0.372,0.415,0.463,0.417,,,,,,,,
Vlog_1080P-1e70,Vlog,1080,132,2.442,2.775,2.87,2.198,0.953,0.774,0.797,0.908,,,,,,,,
Vlog_1080P-1f0a,Vlog,1080,118,3.872,3.829,4.139,3.967,0.627,0.588,0.645,0.741,,,,,,,,
Vlog_1080P-21f5,Vlog,1080,111,3.327,3.304,3.459,3.72,0.636,0.659,0.55,0.54,,,,,,,,
Vlog_1080P-2394,Vlog,1080,119,4.641,4.662,4.737,4.595,0.377,0.392,0.325,0.42,,,,,,,,
Vlog_1080P-23cb,Vlog,1080,114,3.069,3.206,3.074,2.768,0.748,0.702,0.652,0.784,,,,,,,,
Vlog_1080P-25de,Vlog,1080,139,1.914,1.814,1.843,1.894,0.709,0.666,0.679,0.785,,,,,,,,
Vlog_1080P-2600,Vlog,1080,125,3.882,3.927,3.96,3.913,0.475,0.435,0.522,0.472,,,,,,,,
Vlog_1080P-26dc,Vlog,1080,124,3.685,3.552,3.359,2.933,0.587,0.564,0.685,0.696,,,,,,,,
Vlog_1080P-2cda,Vlog,1080,127,4.429,4.448,4.381,4.109,0.48,0.438,0.439,0.432,,,,,,,,
Vlog_1080P-34cb,Vlog,1080,118,2.428,2.715,2.058,1.699,0.995,0.783,0.851,0.809,,,,,,,,
Vlog_1080P-35cd,Vlog,1080,112,3.196,3.481,3.528,3.55,0.596,0.542,0.465,0.484,,,,,,,,
Vlog_1080P-3744,Vlog,1080,117,3.948,4.186,4.398,3.499,0.574,0.404,0.448,0.624,,,,,,,,
Vlog_1080P-45c9,Vlog,1080,104,2.888,2.886,2.757,2.801,0.696,0.659,0.642,0.583,,,,,,,,
Vlog_1080P-4921,Vlog,1080,121,4.031,3.954,3.727,3.715,0.546,0.576,0.545,0.445,,,,,,,,
Vlog_1080P-4ba9,Vlog,1080,112,3.908,4.163,3.977,4.189,0.523,0.6,0.7,0.589,,,,,,,,
Vlog_1080P-4f26,Vlog,1080,126,3.962,3.803,3.716,3.69,0.484,0.511,0.495,0.421,,,,,,,,
Vlog_1080P-52fe,Vlog,1080,115,3.838,3.518,3.3,3.15,0.533,0.54,0.585,0.623,,,,,,,,
Vlog_1080P-5904,Vlog,1080,128,4.365,4.538,4.459,4.391,0.47,0.413,0.48,0.434,,,,,,,,
Vlog_1080P-5f28,Vlog,1080,108,2.811,2.582,2.91,3.168,0.728,0.766,0.594,0.627,,,,,,,,
Vlog_1080P-62fc,Vlog,1080,136,4.255,4.259,4.142,4.271,0.533,0.504,0.437,0.493,,,,,,,,
Vlog_1080P-64b6,Vlog,1080,108,4.192,4.076,4.017,3.894,0.576,0.404,0.468,0.451,,,,,,,,
Vlog_1080P-6686,Vlog,1080,137,3.926,3.936,3.205,2.998,0.701,0.528,0.651,0.661,,,,,,,,
Vlog_1080P-687a,Vlog,1080,125,3.374,3.216,3.346,3.241,0.734,0.736,0.698,0.715,,,,,,,,
Vlog_1080P-7062,Vlog,1080,126,3.944,4.175,4.181,4.032,0.584,0.62,0.583,0.708,,,,,,,,
Vlog_1080P-7b67,Vlog,1080,122,3.139,3.289,3.253,3.206,0.63,0.549,0.71,0.682,,,,,,,,
Vlog_1080P-7e8c,Vlog,1080,115,3.042,2.541,3.494,3.426,0.662,0.95,0.52,0.551,,,,,,,,
Vlog_2160P-030a,Vlog,2160,131,2.448,2.648,2.661,2.526,0.9,0.849,0.777,0.701,,,,,,,,
